行政区划代码	行政区划名称	行政区划拼音	上级行政区划代码
532925	弥渡县	mdx	532900
532926	南涧彝族自治县	njyzzzx	532900
532927	巍山彝族回族自治县	wsyzhzzzx	532900
532928	永平县	ypx	532900
532929	云龙县	ylx	532900
532930	洱源县	eyx	532900
532931	剑川县	jcx	532900
532932	鹤庆县	hqx	532900
533100	德宏州	dhz	530000
533102	瑞丽市	rls	533100
533103	潞西市	lxs	533100
533122	梁河县	lhx	533100
533123	盈江县	yjx	533100
533124	陇川县	lcx	533100
533300	怒江州	njz	530000
533321	泸水县	lsx	533300
533323	福贡县	fgx	533300
533324	贡山独龙族怒族自治县	gsdlznzzzx	533300
533325	兰坪白族普米族自治县	lpbzpmzzzx	533300
533400	迪庆州	dqz	530000
533421	香格里拉县	xgllx	533400
533422	德钦县	dqx	533400
533423	维西傈僳族自治县	wxlszzzx	533400
540000	西藏	xz	
540100	拉萨市	lss	540000
540102	城关区	cgq	540100
540121	林周县	lzx	540100
540122	当雄县	dxx	540100
540123	尼木县	nmx	540100
540124	曲水县	qsx	540100
540125	堆龙德庆县	dldqx	540100
540126	达孜县	dzx	540100
540127	墨竹工卡县	mzgkx	540100
542100	昌都地区	cddq	540000
542121	昌都县	cdx	542100
542122	江达县	jdx	542100
542123	贡觉县	gjx	542100
542124	类乌齐县	lwqx	542100
542125	丁青县	dqx	542100
542126	察雅县	cyx	542100
542127	八宿县	bsx	542100
542128	左贡县	zgx	542100
542129	芒康县	mkx	542100
542132	洛隆县	llx	542100
542133	边坝县	bbx	542100
542200	山南地区	sndq	540000
542221	乃东县	ndx	542200
542222	扎囊县	znx	542200
542223	贡嘎县	ggx	542200
542224	桑日县	srx	542200
542225	琼结县	qjx	542200
542226	曲松县	qsx	542200
542227	措美县	cmx	542200
542228	洛扎县	lzx	542200
542229	加查县	jcx	542200
542231	隆子县	lzx	542200
542232	错那县	cnx	542200
542233	浪卡子县	lkzx	542200
542300	日喀则地区	rkzdq	540000
542301	日喀则市	rkzs	542300
542322	南木林县	nmlx	542300
542323	江孜县	jzx	542300
542324	定日县	drx	542300
542325	萨迦县	sjx	542300
542326	拉孜县	lzx	542300
542327	昂仁县	arx	542300
542328	谢通门县	xtmx	542300
542329	白朗县	blx	542300
542330	仁布县	rbx	542300
542331	康马县	kmx	542300
542332	定结县	djx	542300
542333	仲巴县	zbx	542300
542334	亚东县	ydx	542300
542335	吉隆县	jlx	542300
542336	聂拉木县	nlmx	542300
542337	萨嘎县	sgx	542300
542338	岗巴县	gbx	542300
542400	那曲地区	nqdq	540000
542421	那曲县	nqx	542400
542422	嘉黎县	jlx	542400
542423	比如县	brx	542400
542424	聂荣县	nrx	542400
542425	安多县	adx	542400
542426	申扎县	szx	542400
542427	索县	sx	542400
542428	班戈县	bgx	542400
542429	巴青县	bqx	542400
542430	尼玛县	nmx	542400
542500	阿里地区	aldq	540000
542521	普兰县	plx	542500
542522	札达县	zdx	542500
542523	噶尔县	gex	542500
542524	日土县	rtx	542500
542525	革吉县	gjx	542500
542526	改则县	gzx	542500
542527	措勤县	cqx	542500
542600	林芝地区	lzdq	540000
542621	林芝县	lzx	542600
542622	工布江达县	gbjdx	542600
542623	米林县	mlx	542600
542624	墨脱县	mtx	542600
542625	波密县	bmx	542600
542626	察隅县	cyx	542600
542627	朗县	lx	542600
610000	陕西省	sxs	
610100	西安市	xas	610000
610102	新城区	xcq	610100
610103	碑林区	blq	610100
610104	莲湖区	lhq	610100
610111	灞桥区	bqq	610100
610112	未央区	wyq	610100
610113	雁塔区	ytq	610100
610114	阎良区	ylq	610100
610115	临潼区	ltq	610100
610116	长安区	caq	610100
610122	蓝田县	ltx	610100
610124	周至县	zzx	610100
610125	户县	hx	610100
610126	高陵县	glx	610100
610200	铜川市	tcs	610000
610202	王益区	wyq	610200
610203	印台区	ytq	610200
610204	耀州区	yzq	610200
610205	新区	xq	610200
610222	宜君县	yjx	610200
610300	宝鸡市	bjs	610000
610302	渭滨区	wbq	610300
610303	金台区	jtq	610300
610304	陈仓区	ccq	610300
610322	凤翔县	fxx	610300
610323	岐山县	qsx	610300
610324	扶风县	ffx	610300
610326	眉县	mx	610300
610327	陇县	lx	610300
610328	千阳县	qyx	610300
610329	麟游县	lyx	610300
610330	凤县	fx	610300
610331	太白县	tbx	610300
610400	咸阳市	xys	610000
610402	秦都区	qdq	610400
610403	杨凌区	ylq	610400
610404	渭城区	wcq	610400
610422	三原县	syx	610400
610423	泾阳县	jyx	610400
610424	乾县	qx	610400
610425	礼泉县	lqx	610400
610426	永寿县	ysx	610400
610427	彬县	bx	610400
610428	长武县	cwx	610400
610429	旬邑县	xyx	610400
610430	淳化县	chx	610400
610431	武功县	wgx	610400
610481	兴平市	xps	610400
610500	渭南市	wns	610000
610502	临渭区	lwq	610500
610521	华县	hx	610500
610522	潼关县	tgx	610500
610523	大荔县	dlx	610500
610524	合阳县	hyx	610500
610525	澄城县	ccx	610500
610526	蒲城县	pcx	610500
610527	白水县	bsx	610500
610528	富平县	fpx	610500
610581	韩城市	hcs	610500
610582	华阴市	hys	610500
610600	延安市	yas	610000
610602	宝塔区	btq	610600
610621	延长县	ycx	610600
610622	延川县	ycx	610600
610623	子长县	zcx	610600
610624	安塞县	asx	610600
610625	志丹县	zdx	610600
610626	吴旗县	wqx	610600
610627	甘泉县	gqx	610600
610628	富县	fx	610600
610629	洛川县	lcx	610600
610630	宜川县	ycx	610600
610631	黄龙县	hlx	610600
610632	黄陵县	hlx	610600
610700	汉中市	hzs	610000
610702	汉台区	htq	610700
610721	南郑县	nzx	610700
610722	城固县	cgx	610700
610723	洋县	yx	610700
610724	西乡县	xxx	610700
610725	勉县	mx	610700
610726	宁强县	nqx	610700
610727	略阳县	lyx	610700
610728	镇巴县	zbx	610700
610729	留坝县	lbx	610700
610730	佛坪县	fpx	610700
610800	榆林市	yls	610000
610802	榆阳区	yyq	610800
610821	神木县	smx	610800
610822	府谷县	fgx	610800
610823	横山县	hsx	610800
610824	靖边县	jbx	610800
610825	定边县	dbx	610800
610826	绥德县	sdx	610800
610827	米脂县	mzx	610800
610828	佳县	jx	610800
610829	吴堡县	wbx	610800
610830	清涧县	qjx	610800
610831	子洲县	zzx	610800
610900	安康市	aks	610000
610902	汉滨区	hbq	610900
610921	汉阴县	hyx	610900
610922	石泉县	sqx	610900
610923	宁陕县	nsx	610900
610924	紫阳县	zyx	610900
610925	岚皋县	lgx	610900
610926	平利县	plx	610900
610927	镇坪县	zpx	610900
610928	旬阳县	xyx	610900
610929	白河县	bhx	610900
611000	商洛市	sls	610000
611002	商州区	szq	611000
611021	洛南县	lnx	611000
611022	丹凤县	dfx	611000
611023	商南县	snx	611000
611024	山阳县	syx	611000
611025	镇安县	zax	611000
611026	柞水县	zsx	611000
620000	甘肃省	gss	
620100	兰州市	lzs	620000
620102	城关区	cgq	620100
620103	七里河区	qlhq	620100
620104	西固区	xgq	620100
620105	安宁区	anq	620100
620111	红古区	hgq	620100
620121	永登县	ydx	620100
620122	皋兰县	glx	620100
620123	榆中县	yzx	620100
620200	嘉峪关市	jygs	620000
620300	金昌市	jcs	620000
620302	金川区	jcq	620300
620321	永昌县	ycx	620300
620400	白银市	bys	620000
620402	白银区	byq	620400
620403	平川区	pcq	620400
620421	靖远县	jyx	620400
620422	会宁县	hnx	620400
620423	景泰县	jtx	620400
620500	天水市	tss	620000
620502	秦城区	qcq	620500
620503	北道区	bdq	620500
620521	清水县	qsx	620500
620522	秦安县	qax	620500
620523	甘谷县	ggx	620500
620524	武山县	wsx	620500
620525	张家川回族自治县	zjchzzzx	620500
620600	武威市	wws	620000
620602	凉州区	lzq	620600
620621	民勤县	mqx	620600
620622	古浪县	glx	620600
620623	天祝藏族自治县	tzczzzx	620600
620700	张掖市	zys	620000
620702	甘州区	gzq	620700
620721	肃南裕固族自治县	snygzzzx	620700
620722	民乐县	mlx	620700
620723	临泽县	lzx	620700
620724	高台县	gtx	620700
620725	山丹县	sdx	620700
620800	平凉市	pls	620000
620802	崆峒区	kdq	620800
620821	泾川县	jcx	620800
620822	灵台县	ltx	620800
620823	崇信县	cxx	620800
620824	华亭县	htx	620800
620825	庄浪县	zlx	620800
620826	静宁县	jnx	620800
620900	酒泉市	jqs	620000
620902	肃州区	szq	620900
620921	金塔县	jtx	620900
620922	安西县	axx	620900
620923	肃北蒙古族自治县	sbmgzzzx	620900
620924	阿克塞哈萨克族自治县	akshskzzzx	620900
620981	玉门市	yms	620900
620982	敦煌市	dhs	620900
621000	庆阳市	qys	620000
621002	西峰区	xfq	621000
621021	庆城县	qcx	621000
621022	环县	hx	621000
621023	华池县	hcx	621000
621024	合水县	hsx	621000
621025	正宁县	znx	621000
621026	宁县	nx	621000
621027	镇原县	zyx	621000
621100	定西市	dxs	620000
621102	安定区	adq	621100
621121	通渭县	twx	621100
621122	陇西县	lxx	621100
621123	渭源县	wyx	621100
621124	临洮县	ltx	621100
621125	漳县	zx	621100
621126	岷县	mx	621100
621200	陇南市	lns	620000
621201	市辖区	sxq	621200
621202	武都区	wdq	621200
621221	成县	cx	621200
621222	文县	wx	621200
621223	宕昌县	dcx	621200
621224	康县	kx	621200
621225	西和县	xhx	621200
621226	礼县	lx	621200
621227	徽县	hx	621200
621228	两当县	ldx	621200
622900	临夏州	lxz	620000
622901	临夏市	lxs	622900
622921	临夏县	lxx	622900
622922	康乐县	klx	622900
622923	永靖县	yjx	622900
622924	广河县	ghx	622900
622925	和政县	hzx	622900
622926	东乡族自治县	dxzzzx	622900
622927	积石山保安族东乡族撒拉族自治县	jssbazdxzslzzzx	622900
623000	甘南州	gnz	620000
623001	合作市	hzs	623000
623021	临潭县	ltx	623000
623022	卓尼县	znx	623000
623023	舟曲县	zqx	623000
623024	迭部县	dbx	623000
623025	玛曲县	mqx	623000
623026	碌曲县	lqx	623000
623027	夏河县	xhx	623000
630000	青海省	qhs	
630100	西宁市	xns	630000
630102	城东区	cdq	630100
630103	城中区	czq	630100
630104	城西区	cxq	630100
630105	城北区	cbq	630100
630121	大通回族土族自治县	dthztzzzx	630100
630122	湟中县	hzx	630100
630123	湟源县	hyx	630100
632100	海东地区	hddq	630000
632121	平安县	pax	632100
632122	民和回族土族自治县	mhhztzzzx	632100
632123	乐都县	ldx	632100
632126	互助土族自治县	hztzzzx	632100
632127	化隆回族自治县	hlhzzzx	632100
632128	循化撒拉族自治县	xhslzzzx	632100
632200	海北州	hbz	630000
632221	门源回族自治县	myhzzzx	632200
632222	祁连县	qlx	632200
632223	海晏县	hyx	632200
632224	刚察县	gcx	632200
632300	黄南州	hnz	630000
632321	同仁县	trx	632300
632322	尖扎县	jzx	632300
632323	泽库县	zkx	632300
632324	河南蒙古族自治县	hnmgzzzx	632300
632500	海南州	hnz	630000
632521	共和县	ghx	632500
632522	同德县	tdx	632500
632523	贵德县	gdx	632500
632524	兴海县	xhx	632500
632525	贵南县	gnx	632500
632600	果洛州	glz	630000
632621	玛沁县	mqx	632600
632622	班玛县	bmx	632600
632623	甘德县	gdx	632600
632624	达日县	drx	632600
632625	久治县	jzx	632600
632626	玛多县	mdx	632600
632700	玉树州	ysz	630000
632721	玉树县	ysx	632700
632722	杂多县	zdx	632700
632723	称多县	cdx	632700
632724	治多县	zdx	632700
632725	囊谦县	nqx	632700
632726	曲麻莱县	qmlx	632700
632800	海西州	hxz	630000
632801	格尔木市	gems	632800
632802	德令哈市	dlhs	632800
632821	乌兰县	wlx	632800
632822	都兰县	dlx	632800
632823	天峻县	tjx	632800
632824	大柴旦	dcd	632800
632825	冷湖	lh	632800
632826	茫崖	my	632800
640000	宁夏	nx	
640100	银川市	ycs	640000
640104	兴庆区	xqq	640100
640105	西夏区	xxq	640100
640106	金凤区	jfq	640100
640121	永宁县	ynx	640100
640122	贺兰县	hlx	640100
640181	灵武市	lws	640100
640200	石嘴山市	szss	640000
640202	大武口区	dwkq	640200
640205	惠农区	hnq	640200
640221	平罗县	plx	640200
640300	吴忠市	wzs	640000
640302	利通区	ltq	640300
640323	盐池县	ycx	640300
640324	同心县	txx	640300
640381	青铜峡市	qtxs	640300
640400	固原市	gys	640000
640402	原州区	yzq	640400
640422	西吉县	xjx	640400
640423	隆德县	ldx	640400
640424	泾源县	jyx	640400
640425	彭阳县	pyx	640400
640500	中卫市	zws	640000
640502	沙坡头区	sptq	640500
640521	中宁县	znx	640500
640522	海原县	hyx	640500
650000	新疆	xj	
650100	乌鲁木齐市	wlmqs	650000
650102	天山区	tsq	650100
650103	沙依巴克区	sybkq	650100
650104	新市区	xsq	650100
650105	水磨沟区	smgq	650100
650106	头屯河区	tthq	650100
650107	达坂城区	dbcq	650100
650108	东山区	dsq	650100
650121	乌鲁木齐县	wlmqx	650100
650200	克拉玛依市	klmys	650000
650202	独山子区	dszq	650200
650203	克拉玛依区	klmyq	650200
650204	白碱滩区	bjtq	650200
650205	乌尔禾区	wehq	650200
652100	吐鲁番地区	tlfdq	650000
652101	吐鲁番市	tlfs	652100
652122	鄯善县	ssx	652100
652123	托克逊县	tkxx	652100
652200	哈密地区	hmdq	650000
652201	哈密市	hms	652200
652222	巴里坤哈萨克自治县	blkhskzzx	652200
652223	伊吾县	ywx	652200
652300	昌吉州	cjz	650000
652301	昌吉市	cjs	652300
652302	阜康市	fks	652300
652303	米泉市	mqs	652300
652323	呼图壁县	htbx	652300
652324	玛纳斯县	mnsx	652300
652325	奇台县	qtx	652300
652327	吉木萨尔县	jmsex	652300
652328	木垒哈萨克自治县	mlhskzzx	652300
652329	五家渠市	wjqs	652300
652700	博尔塔拉州	betlz	650000
652701	博乐市	bls	652700
652722	精河县	jhx	652700
652723	温泉县	wqx	652700
652800	巴音郭楞州	byglz	650000
652801	库尔勒市	kels	652800
652822	轮台县	ltx	652800
652823	尉犁县	wlx	652800
652824	若羌县	rqx	652800
652825	且末县	qmx	652800
652826	焉耆回族自治县	yqhzzzx	652800
652827	和静县	hjx	652800
652828	和硕县	hsx	652800
652829	博湖县	bhx	652800
652900	阿克苏地区	aksdq	650000
652901	阿克苏市	akss	652900
652922	温宿县	wsx	652900
652923	库车县	kcx	652900
652924	沙雅县	syx	652900
652925	新和县	xhx	652900
652926	拜城县	bcx	652900
652927	乌什县	wsx	652900
652928	阿瓦提县	awtx	652900
652929	柯坪县	kpx	652900
653000	克孜州	kzz	650000
653001	阿图什市	atss	653000
653022	阿克陶县	aktx	653000
653023	阿合奇县	ahqx	653000
653024	乌恰县	wqx	653000
653100	喀什地区	ksdq	650000
653101	喀什市	kss	653100
653121	疏附县	sfx	653100
653122	疏勒县	slx	653100
653123	英吉沙县	yjsx	653100
653124	泽普县	zpx	653100
653125	莎车县	scx	653100
653126	叶城县	ycx	653100
653127	麦盖提县	mgtx	653100
653128	岳普湖县	yphx	653100
653129	伽师县	jsx	653100
653130	巴楚县	bcx	653100
653131	塔什库尔干塔吉克自治县	tskegtjkzzx	653100
653200	和田地区	htdq	650000
653201	和田市	hts	653200
653221	和田县	htx	653200
653222	墨玉县	myx	653200
653223	皮山县	psx	653200
653224	洛浦县	lpx	653200
653225	策勒县	clx	653200
653226	于田县	ytx	653200
653227	民丰县	mfx	653200
654000	伊犁州	ylz	650000
654002	伊宁市	yns	654000
654003	奎屯市	kts	654000
654021	伊宁县	ynx	654000
654022	察布查尔锡伯自治县	cbcexbzzx	654000
654023	霍城县	hcx	654000
654024	巩留县	glx	654000
654025	新源县	xyx	654000
654026	昭苏县	zsx	654000
654027	特克斯县	tksx	654000
654028	尼勒克县	nlkx	654000
654200	塔城地区	tcdq	650000
654201	塔城市	tcs	654200
654202	乌苏市	wss	654200
654221	额敏县	emx	654200
654223	沙湾县	swx	654200
654224	托里县	tlx	654200
654225	裕民县	ymx	654200
654226	和布克赛尔蒙古自治县	hbksemgzzx	654200
654300	阿勒泰地区	altdq	650000
654301	阿勒泰市	alts	654300
654321	布尔津县	bejx	654300
654322	富蕴县	fyx	654300
654323	福海县	fhx	654300
654324	哈巴河县	hbhx	654300
654325	青河县	qhx	654300
654326	吉木乃县	jmnx	654300
654327	北屯镇	btz	654300
659001	石河子市	shzs	650000
659002	阿拉尔市	ales	650000
659003	图木舒克市	tmsks	650000
810000	香港特别行政区	xgtbxzq	
820000	澳门特别行政区	amtbxzq	
